,Code INSEE,Annee,Nb ventes,Commune,Valeur fonciere,Surface reelle bati,Surface terrain,Surface Carrez,Prix au m2 mode,Prix au m2 moyen,Prix ref
40,1010,2023,34,ANGLEFORT,6419984.0,2713.0,11520.0,328.35,2832.679738562091,2366.3781791374863,2312.735849056604
41,1010,2024,12,ANGLEFORT,2675595.0,1141.0,5278.0,0.0,2409.59595959596,2344.9561787905345,2312.735849056604
42,1010,2025,6,ANGLEFORT,1308000.0,511.0,1251.0,138.38,2716.8021680216807,2559.6868884540118,2312.735849056604
43,1011,2021,4,APREMONT,808300.0,428.0,3687.0,0.0,1864.4758064516132,1888.5514018691588,2788.4615384615386
44,1011,2022,9,APREMONT,1664000.0,586.0,777.0,124.77000000000001,3892.857142857143,2839.590443686007,2788.4615384615386
45,1011,2023,6,APREMONT,1109000.0,514.0,3803.0,0.0,2794.2307692307695,2157.5875486381324,2788.4615384615386
46,1011,2024,2,APREMONT,444000.0,237.0,147.0,0.0,2058.3320498998924,1873.4177215189873,2788.4615384615386
47,1012,2021,18,ARANC,2881312.0,1907.0,34129.0,0.0,1526.086956521739,1510.9134766649188,1462.5
48,1012,2022,2,ARANC,257000.0,165.0,915.0,0.0,1559.9647266313934,1557.5757575757575,1462.5
49,1012,2023,8,ARANC,1047700.0,724.0,4054.0,0.0,1283.7295081967213,1447.0994475138123,1462.5
50,1012,2024,2,ARANC,142500.0,153.0,1468.0,0.0,1028.9027982326952,931.3725490196078,1462.5
51,1012,2025,1,ARANC,117000.0,80.0,720.0,0.0,1462.5,1462.5,1462.5
52,1013,2021,1,ARANDAS,115000.0,92.0,212.0,0.0,1250.0,1250.0,1250.0
53,1013,2022,7,ARANDAS,884000.0,584.0,1192.0,0.0,1382.978723404255,1513.6986301369864,1250.0
54,1013,2023,3,ARANDAS,194000.0,245.0,278.0,0.0,618.1818181818181,791.8367346938776,1250.0
55,1013,2024,3,ARANDAS,354000.0,214.0,1199.0,0.0,1757.142857142857,1654.2056074766356,1250.0
56,1013,2025,1,ARANDAS,93000.0,104.0,0.0,0.0,894.2307692307693,894.2307692307693,1250.0
57,1014,2021,45,ARBENT,9261470.0,5308.0,34186.0,374.63,1893.2038834951456,1744.8134890730971,1727.3291925481908
58,1014,2022,35,ARBENT,5777800.0,2920.0,14028.0,410.26,1964.2857142857144,1978.6986301369864,1727.3291925481908
59,1014,2023,30,ARBENT,4829080.0,2661.0,14193.0,355.08,1671.1309523809523,1814.761367906802,1727.3291925481908
60,1014,2024,19,ARBENT,3623179.0,1836.0,9691.0,224.39999999999998,1985.2941176470588,1973.4090413943354,1727.3291925481908
61,1014,2025,12,ARBENT,2083948.0,1025.0,5571.0,152.12,2175.0,2033.12,1727.3291925481908
62,1015,2021,6,ARBOYS EN BUGEY,1571750.0,668.0,3825.0,0.0,2282.239583333333,2352.9191616766466,1891.891891891892
63,1015,2022,12,ARBOYS EN BUGEY,2509000.0,1257.0,7325.0,0.0,1880.320945945946,1996.022275258552,1891.891891891892
64,1015,2023,11,ARBOYS EN BUGEY,1349200.0,1034.0,4991.0,0.0,1375.0,1304.835589941973,1891.891891891892
65,1015,2024,7,ARBOYS EN BUGEY,1556600.0,815.0,3566.0,0.0,1918.6046511627908,1909.9386503067485,1891.891891891892
66,1015,2025,1,ARBOYS EN BUGEY,123000.0,100.0,74.0,0.0,1230.0,1230.0,1891.891891891892
67,1016,2021,7,ARBIGNY,1281790.0,717.0,5636.0,0.0,1975.7462686567164,1787.7126917712692,2099.031100478469
68,1016,2022,5,ARBIGNY,643868.5,506.0,4050.0,0.0,1458.3333333333333,1272.4673913043478,2099.031100478469
69,1016,2023,10,ARBIGNY,2043000.0,885.0,14781.0,0.0,2307.692307692308,2308.4745762711864,2099.031100478469
70,1016,2024,4,ARBIGNY,860620.0,382.0,5029.0,0.0,2377.2533849129595,2252.9319371727747,2099.031100478469
71,1017,2021,19,ARGIS,1327499.0,1534.0,8030.0,5369.240000000001,796.5116279069767,865.383963494133,1010.204081632653
72,1017,2022,25,ARGIS,2202412.94,2119.0,53569.0,177.62,979.3814432989692,1039.3642944785277,1010.204081632653
73,1017,2023,12,ARGIS,1379000.0,944.0,5880.0,0.0,1535.7142857142856,1460.8050847457628,1010.204081632653
74,1017,2024,19,ARGIS,1874000.0,1553.0,5906.0,0.0,1371.6814159292037,1206.6967160334837,1010.204081632653
75,1017,2025,1,ARGIS,57000.0,75.0,71.0,0.0,760.0,760.0,1010.204081632653
79,1021,2021,26,ARS-SUR-FORMANS,7935360.0,3049.0,10596.0,262.16,2827.4362375025503,2602.610692030174,3177.083333333333
80,1021,2022,19,ARS-SUR-FORMANS,5647400.0,1881.0,8994.0,137.45999999999998,3281.25,3002.33918128655,3177.083333333333
81,1021,2023,9,ARS-SUR-FORMANS,4599105.0,1216.0,30204.0,51.27,3813.362068965517,3782.1587171052633,3177.083333333333
82,1021,2024,11,ARS-SUR-FORMANS,3128640.0,1152.0,4844.0,95.4,2787.6106194690265,2715.8333333333335,3177.083333333333
83,1021,2025,6,ARS-SUR-FORMANS,2276800.0,769.0,3065.0,0.0,3197.5126820487644,2960.7282184655396,3177.083333333333
84,1022,2021,30,ARTEMARE,4733224.0,2699.0,11054.0,0.0,1917.5824175824175,1753.6954427565765,1981.1326291079813
85,1022,2022,16,ARTEMARE,2487000.0,1398.0,6220.0,102.64,1999.6843434343434,1778.969957081545,1981.1326291079813
86,1022,2023,23,ARTEMARE,4479175.0,2266.0,12358.0,0.0,2175.5725190839694,1976.68799646955,1981.1326291079813
87,1022,2024,23,ARTEMARE,4694680.0,2303.0,11453.0,0.0,2204.3010752688174,2038.5062961354754,1981.1326291079813
88,1022,2025,8,ARTEMARE,1635080.0,846.0,3821.0,0.0,1741.6666666666667,1932.7186761229314,1981.1326291079813
92,1024,2021,47,ATTIGNAT,11628225.0,5303.0,44500.0,343.33,2181.818181818182,2192.763530077315,2286.7699115044247
93,1024,2022,48,ATTIGNAT,11537910.0,4963.0,41816.0,296.21,2305.6168413311275,2324.785412049164,2286.7699115044247
94,1024,2023,43,ATTIGNAT,11241530.0,4930.0,32685.0,338.15999999999997,2274.5098039215686,2280.2292089249495,2286.7699115044247
95,1024,2024,37,ATTIGNAT,8845300.0,3762.0,34510.0,58.06,2393.617021276596,2351.222753854333,2286.7699115044247
96,1024,2025,16,ATTIGNAT,3282540.0,1576.0,7164.0,226.45999999999998,1876.172607879925,2082.8299492385786,2286.7699115044247
97,1025,2021,57,BAGE-DOMMARTIN,11164434.0,6008.0,76201.0,92.0,2010.752688172043,1858.2613182423436,2200.0
98,1025,2022,44,BAGE-DOMMARTIN,9951095.8,4498.0,50630.0,185.10000000000002,2323.270296954508,2212.3378835037797,2200.0
99,1025,2023,48,BAGE-DOMMARTIN,11655830.0,5436.0,53018.0,0.0,2276.6075388026607,2144.192420897719,2200.0
100,1025,2024,43,BAGE-DOMMARTIN,8706783.42,4401.0,40532.0,68.92,2175.0,1978.3647852760737,2200.0
101,1025,2025,13,BAGE-DOMMARTIN,2590602.11,1193.0,8063.0,0.0,2227.722772277228,2171.5021877619447,2200.0
102,1026,2021,10,BAGE-LE-CHATEL,2007872.0,1116.0,5092.0,0.0,1844.2622950819675,1799.168458781362,2345.5882352941176
103,1026,2022,20,BAGE-LE-CHATEL,4002010.0,1532.0,6987.0,102.35,2769.0579710144925,2612.2780678851177,2345.5882352941176
104,1026,2023,10,BAGE-LE-CHATEL,1852000.0,893.0,4352.0,0.0,2439.0502437990244,2073.908174692049,2345.5882352941176
105,1026,2024,12,BAGE-LE-CHATEL,2597298.0,1141.0,7983.0,0.0,2194.1553813257306,2276.3347940403155,2345.5882352941176
106,1026,2025,11,BAGE-LE-CHATEL,1975400.0,981.0,5015.0,87.44,1983.1932773109245,2013.6595310907237,2345.5882352941176
107,1027,2021,36,BALAN,8855260.0,2875.0,9833.0,756.6,3105.1886792452833,3080.0904347826086,3232.758620689656
108,1027,2022,25,BALAN,7920740.0,2390.0,9283.0,339.14,3522.222222222222,3314.1171548117154,3232.758620689656
109,1027,2023,11,BALAN,3514610.0,1097.0,5025.0,0.0,3570.5882352941176,3203.8377392889697,3232.758620689656
110,1027,2024,19,BALAN,5228811.0,1621.0,6919.0,291.99,3040.0,3225.6699568167796,3232.758620689656
111,1027,2025,6,BALAN,2021600.0,608.0,5557.0,0.0,3142.601787487587,3325.0,3232.758620689656
112,1028,2021,17,BANEINS,4377000.0,1872.0,10613.0,0.0,2347.826086956521,2338.141025641026,2715.686274509804
113,1028,2022,15,BANEINS,4101640.0,1401.0,8763.0,0.0,3100.0,2927.6516773733047,2715.686274509804
114,1028,2023,9,BANEINS,2445700.0,882.0,42483.0,56.6,3070.1754385964914,2772.9024943310656,2715.686274509804
115,1028,2024,8,BANEINS,2264000.0,848.0,6612.0,0.0,2611.4130434782605,2669.811320754717,2715.686274509804
116,1028,2025,1,BANEINS,295000.0,95.0,965.0,0.0,3105.2631578947367,3105.2631578947367,2715.686274509804
117,1029,2021,17,BEAUPONT,2480741.0,1758.0,25528.0,0.0,1276.056338028169,1411.1154721274174,1495.3271028037384
118,1029,2022,10,BEAUPONT,1847360.0,1093.0,17785.0,0.0,1526.9138755980862,1690.173833485819,1495.3271028037384
119,1029,2023,10,BEAUPONT,1395000.0,1021.0,15397.0,0.0,1322.3938223938226,1366.307541625857,1495.3271028037384
120,1029,2024,17,BEAUPONT,2810000.0,1779.0,29714.0,0.0,1539.2156862745098,1579.539066891512,1495.3271028037384
121,1029,2025,3,BEAUPONT,495000.0,252.0,3573.0,0.0,2032.967032967033,1964.2857142857142,1495.3271028037384
122,1030,2021,18,BEAUREGARD,2686004.0,1225.0,1674.0,671.5600000000001,1890.0,2192.656326530612,2127.659574468085
123,1030,2022,20,BEAUREGARD,3894348.0,1674.0,2904.0,499.83,2392.7778741113234,2326.3727598566306,2127.659574468085
124,1030,2023,9,BEAUREGARD,1788700.0,788.0,1722.0,297.82,2127.659574468085,2269.92385786802,2127.659574468085
125,1030,2024,12,BEAUREGARD,2559521.0,1106.0,3702.0,76.02,2442.4560339599757,2314.214285714286,2127.659574468085
126,1030,2025,3,BEAUREGARD,433000.0,239.0,905.0,0.0,1772.7272727272727,1811.7154811715482,2127.659574468085
127,1031,2021,56,BELLIGNAT,7605500.0,4757.0,17828.0,1529.97,1601.3513513513512,1598.8017658187935,1648.3121220846533
128,1031,2022,38,BELLIGNAT,5553462.0,2708.0,10974.0,1040.4,1657.3369565217392,2050.761447562777,1648.3121220846533
129,1031,2023,35,BELLIGNAT,4710549.0,2432.0,6934.0,767.4200000000001,1446.7384615384617,1936.9033717105262,1648.3121220846533
130,1031,2024,36,BELLIGNAT,5047065.0,2770.0,8606.0,917.89,1542.025865170156,1822.0451263537907,1648.3121220846533
131,1031,2025,19,BELLIGNAT,2934515.0,1504.0,2364.0,831.65,1829.3564356435645,1951.1402925531916,1648.3121220846533
132,1032,2021,36,BELIGNEUX,9521923.0,3412.0,13566.0,339.54999999999995,2904.6634615384614,2790.716002344666,2995.796413219183
133,1032,2022,47,BELIGNEUX,12230692.0,3772.0,14146.0,871.44,3183.916083916084,3242.4952279957583,2995.796413219183
134,1032,2023,34,BELIGNEUX,9310174.86,3140.0,13767.0,709.06,3017.857142857143,2965.023840764331,2995.796413219183
135,1032,2024,28,BELIGNEUX,8981365.0,3213.0,16467.0,496.5,2818.8131313131316,2795.3205726735137,2995.796413219183
136,1032,2025,8,BELIGNEUX,2435900.0,1040.0,2366.0,165.4,2744.605263157895,2342.2115384615386,2995.796413219183
137,1033,2021,370,VALSERHONE,73606015.52,29236.0,90898.0,10433.3,2312.7527053408635,2517.6500041045283,2384.516360731606
138,1033,2022,320,VALSERHONE,66648725.74,26230.0,72281.0,9533.29,2343.0810992089905,2540.9350263057568,2384.516360731606
139,1033,2023,301,VALSERHONE,57930037.63,23026.0,72288.0,6936.66,2472.2230211232727,2515.853280204986,2384.516360731606
140,1033,2024,274,VALSERHONE,57466798.39,21490.0,55114.0,6413.65,2467.9141245317182,2674.1181195905074,2384.516360731606
141,1033,2025,112,VALSERHONE,24549559.89,9043.0,26419.0,3826.82,2524.317315026697,2714.758364480814,2384.516360731606
142,1034,2021,210,BELLEY,36807600.02,18924.0,70494.0,5037.15,1911.6351094156207,1945.0221950961743,2063.557425240651
143,1034,2022,201,BELLEY,36269927.0,16887.0,51467.0,3810.42,2170.2564616248883,2147.8016817670396,2063.557425240651
144,1034,2023,157,BELLEY,30708435.0,13249.0,43586.0,2851.42,2261.3636363636365,2317.7926635972526,2063.557425240651
145,1034,2024,128,BELLEY,23389150.0,11120.0,28707.0,2543.21,2112.9955078449793,2103.3408273381297,2063.557425240651
146,1034,2025,40,BELLEY,6390515.0,3293.0,10284.0,1278.9,2055.471124620061,1940.6361979957485,2063.557425240651
147,1035,2022,6,BELLEYDOUX,807100.0,432.0,4411.0,0.0,2087.0493066255776,1868.287037037037,2350.868232890705
148,1035,2023,6,BELLEYDOUX,1072000.0,499.0,2454.0,58.73,2178.5046728971965,2148.296593186373,2350.868232890705
149,1035,2025,4,BELLEYDOUX,1310000.0,468.0,4678.0,0.0,3005.0505050505053,2799.1452991452993,2350.868232890705
150,1036,2021,26,VALROMEY-SUR-SERAN,4434226.5,2733.0,10677.0,0.0,1505.8139534883721,1622.4758507135016,1703.7971905179984
151,1036,2022,28,VALROMEY-SUR-SERAN,5600116.0,3116.0,16142.0,0.0,1650.0,1797.2130937098846,1703.7971905179984
152,1036,2023,19,VALROMEY-SUR-SERAN,3647000.0,1918.0,15555.0,0.0,1875.0,1901.4598540145985,1703.7971905179984
153,1036,2024,23,VALROMEY-SUR-SERAN,5136710.14,2550.0,11649.0,0.0,1981.733333333333,2014.3961333333332,1703.7971905179984
154,1036,2025,14,VALROMEY-SUR-SERAN,2269500.0,1385.0,4736.0,0.0,1665.4761904761904,1638.6281588447653,1703.7971905179984
155,1037,2021,9,BENONCES,1149800.0,959.0,2909.0,0.0,1155.3398058252428,1198.9572471324295,1562.5
156,1037,2022,7,BENONCES,1052740.0,659.0,2791.0,0.0,1780.0,1597.4810318664643,1562.5
157,1037,2023,5,BENONCES,856000.0,312.0,2268.0,0.0,2900.0,2743.5897435897436,1562.5
158,1037,2024,5,BENONCES,602000.0,405.0,964.0,0.0,2142.8571428571427,1486.4197530864199,1562.5
159,1037,2025,1,BENONCES,130000.0,170.0,86.0,0.0,764.7058823529412,764.7058823529412,1562.5
160,1038,2021,13,BENY,2897730.0,1424.0,18795.0,0.0,2030.0,2034.9227528089887,2111.111111111112
161,1038,2022,19,BENY,4207700.0,2138.0,19351.0,0.0,2180.851063829787,1968.0542563143124,2111.111111111112
162,1038,2023,6,BENY,1120000.0,606.0,9293.0,0.0,1584.4671201814058,1848.1848184818482,2111.111111111112
163,1038,2024,13,BENY,2155400.0,1308.0,11260.0,0.0,2111.111111111112,1647.8593272171254,2111.111111111112
164,1038,2025,3,BENY,528300.0,268.0,4831.0,0.0,2090.5172413793102,1971.2686567164178,2111.111111111112
165,1039,2021,10,BEON,1997767.0,1294.0,3731.0,104.0,1364.791288566243,1543.869397217929,2333.333333333333
166,1039,2022,19,BEON,5138100.0,1972.0,15349.0,0.0,2471.264367816092,2605.52738336714,2333.333333333333
167,1039,2023,2,BEON,255500.0,137.0,654.0,0.0,1615.6400966183573,1864.963503649635,2333.333333333333
168,1040,2021,7,BEREZIAT,1222000.0,769.0,6886.0,0.0,1671.1409395973155,1589.0767230169051,1825.503355704698
169,1040,2022,10,BEREZIAT,1560200.0,933.0,9575.0,0.0,1713.076923076923,1672.2400857449088,1825.503355704698
170,1040,2023,4,BEREZIAT,630000.0,441.0,3366.0,0.0,1610.4321257092975,1428.5714285714287,1825.503355704698
171,1040,2024,2,BEREZIAT,699900.0,278.0,2267.0,0.0,2518.7525879917184,2517.6258992805756,1825.503355704698
172,1040,2025,8,BEREZIAT,1454000.0,911.0,4101.0,0.0,1825.503355704698,1596.0482985729966,1825.503355704698
173,1041,2021,21,BETTANT,3609050.0,1933.0,4996.0,199.69,1833.3333333333333,1867.0719089498189,1919.354838709677
174,1041,2022,12,BETTANT,2351000.0,1028.0,2655.0,0.0,2202.172827172827,2286.964980544747,1919.354838709677
175,1041,2023,8,BETTANT,1741000.0,791.0,1524.0,0.0,2251.282051282051,2201.0113780025285,1919.354838709677
176,1041,2024,13,BETTANT,1744000.0,1080.0,2565.0,0.0,1360.0,1614.8148148148148,1919.354838709677
177,1041,2025,7,BETTANT,1032300.0,599.0,618.0,0.0,1693.548387096774,1723.3722871452421,1919.354838709677
178,1042,2021,5,BEY,1285000.0,549.0,4084.0,0.0,2739.837398373984,2340.6193078324227,2553.191489361702
179,1042,2022,6,BEY,1569000.0,750.0,10467.0,0.0,1909.7222222222224,2092.0,2553.191489361702
180,1042,2023,3,BEY,830875.0,251.0,1494.0,0.0,3440.7894736842104,3310.2589641434265,2553.191489361702
181,1042,2024,5,BEY,1588413.0,650.0,7753.0,0.0,2553.191489361702,2443.7123076923076,2553.191489361702
182,1043,2021,83,BEYNOST,30224560.98,8501.0,30722.0,1240.45,3521.7391304347825,3555.412419715328,3767.469626034144
183,1043,2022,77,BEYNOST,30419753.0,7745.0,27207.0,719.49,3979.464285714286,3927.6633957391864,3767.469626034144
184,1043,2023,61,BEYNOST,24734027.0,6138.0,23020.0,1188.65,3955.223880597015,4029.655751058977,3767.469626034144
185,1043,2024,64,BEYNOST,26407017.03,8081.0,34595.0,393.72,3274.715175451922,3267.7907474322487,3767.469626034144
186,1043,2025,26,BEYNOST,8641950.0,2401.0,9904.0,354.24,3775.793650793651,3599.3127863390255,3767.469626034144
187,1044,2021,11,BILLIAT,3241608.0,1136.0,6524.0,0.0,3013.698630136986,2853.5281690140846,2757.862407862408
188,1044,2022,15,BILLIAT,4415750.0,1810.0,5389.0,91.5,2283.464566929134,2439.6408839779006,2757.862407862408
189,1044,2023,5,BILLIAT,1328800.0,547.0,2351.0,0.0,2745.454545454545,2429.2504570383912,2757.862407862408
190,1044,2024,5,BILLIAT,1291100.0,560.0,1846.0,87.76,2211.538461538461,2305.535714285714,2757.862407862408
191,1044,2025,4,BILLIAT,962500.0,336.0,1045.0,0.0,2882.0945945945946,2864.5833333333335,2757.862407862408
192,1045,2021,5,BIRIEUX,1560000.0,762.0,2680.0,0.0,2297.872340425532,2047.244094488189,1977.2727272727273
193,1045,2022,3,BIRIEUX,959000.0,322.0,1047.0,0.0,2954.5454545454545,2978.2608695652175,1977.2727272727273
194,1045,2023,7,BIRIEUX,1042000.0,782.0,1497.0,0.0,611.1111111111111,1332.4808184143224,1977.2727272727273
195,1045,2024,1,BIRIEUX,265000.0,76.0,407.0,0.0,3486.842105263158,3486.842105263158,1977.2727272727273
196,1045,2025,2,BIRIEUX,400000.0,211.0,454.0,0.0,1893.1143114311433,1895.7345971563982,1977.2727272727273
197,1046,2021,26,BIZIAT,6500765.0,3204.0,22768.0,0.0,2123.2876712328766,2028.9528714107366,2209.3023255813955
198,1046,2022,21,BIZIAT,5083666.66,2332.0,29827.0,0.0,2438.271604938272,2179.959974271012,2209.3023255813955
199,1046,2023,20,BIZIAT,6084100.0,2753.0,20366.0,0.0,2182.4621397166584,2209.989102796949,2209.3023255813955
200,1046,2024,7,BIZIAT,2079000.0,846.0,7196.0,0.0,2545.454545454545,2457.446808510638,2209.3023255813955
201,1046,2025,5,BIZIAT,1470000.0,892.0,4344.0,0.0,1158.0882352941176,1647.982062780269,2209.3023255813955
202,1047,2021,16,BLYES,5225200.0,1619.0,10462.0,0.0,3258.4269662921347,3227.4243360098826,3185.8407079646017
203,1047,2022,15,BLYES,5951760.0,1738.0,9416.0,0.0,3550.8474576271187,3424.487917146145,3185.8407079646017
204,1047,2023,17,BLYES,6048070.0,2169.0,8272.0,202.7,2705.8823529411766,2788.4140156754265,3185.8407079646017
205,1047,2024,15,BLYES,5514440.0,1807.0,9718.0,0.0,3152.866242038217,3051.7100166021028,3185.8407079646017
206,1047,2025,7,BLYES,1822000.0,655.0,2583.0,0.0,2900.0,2781.679389312977,3185.8407079646017
207,1049,2021,58,LA BOISSE,21203656.7,6115.0,27989.0,378.35,3615.9364548494987,3467.482698282911,3437.440460578652
208,1049,2022,39,LA BOISSE,15444040.0,4274.0,16716.0,272.3,3733.3333333333335,3613.48619560131,3437.440460578652
209,1049,2023,39,LA BOISSE,12141985.0,3764.0,16223.0,228.87,3332.222222222222,3225.8196068012753,3437.440460578652
210,1049,2024,29,LA BOISSE,9984720.0,3592.0,16003.0,180.49,2920.0,2779.7104677060133,3437.440460578652
211,1049,2025,10,LA BOISSE,3189675.0,1001.0,5459.0,140.01,3209.2198581560287,3186.4885114885114,3437.440460578652
212,1050,2021,13,BOISSEY,2840380.0,1344.0,14269.0,0.0,2206.542056074766,2113.377976190476,2107.52688172043
213,1050,2022,2,BOISSEY,592810.0,394.0,1784.0,0.0,1799.1666666666665,1504.5939086294416,2107.52688172043
214,1050,2023,10,BOISSEY,1969000.0,1127.0,16818.0,0.0,1739.1304347826087,1747.1162377994676,2107.52688172043
215,1050,2024,8,BOISSEY,1791580.0,889.0,11535.0,0.0,2107.52688172043,2015.275590551181,2107.52688172043
216,1050,2025,4,BOISSEY,880300.0,388.0,2409.0,0.0,2269.367021276596,2268.814432989691,2107.52688172043
217,1051,2021,3,BOLOZON,397000.0,392.0,3357.0,0.0,1059.9078341013824,1012.7551020408164,1292.3076923076924
218,1051,2022,6,BOLOZON,497000.0,391.0,5538.0,0.0,1733.3333333333335,1271.0997442455243,1292.3076923076924
219,1051,2023,1,BOLOZON,80000.0,71.0,558.0,0.0,1126.7605633802816,1126.7605633802816,1292.3076923076924
220,1051,2024,3,BOLOZON,318000.0,243.0,329.0,0.0,1292.3076923076924,1308.641975308642,1292.3076923076924
221,1052,2021,7,BOULIGNEUX,3760060.0,1276.0,7324.0,127.56,2813.253012048193,2946.755485893417,2743.6974789915967
222,1052,2022,1,BOULIGNEUX,165000.0,80.0,205.0,0.0,2062.5,2062.5,2743.6974789915967
223,1052,2023,2,BOULIGNEUX,433300.0,218.0,490.0,0.0,1885.144927536232,1987.6146788990825,2743.6974789915967
